vol	pk	idx	token	fix
production-1861	282	9.14	temsot	NONE
production-1861	283	51.0	rvigors	supervisors
production-1861	284	0.0	odger	NONE
production-1861	284	15.0	szorion	section
production-1861	288	24.12	esling	NONE
production-1861	288	40.14	fomect	foment
production-1861	290	38.9	himitor	monitor
production-1861	291	6.7	corteges	cortege
production-1861	292	7.0	sgorton	section
production-1861	292	23.1	coxlv	NONE
production-1861	292	28.11	ppfope	proper
production-1861	293	31.0	onap	chap
production-1861	294	18.11	toteke	to take
production-1861	296	5.0	travene	contravene
production-1861	296	22.0	fioads	roads
production-1861	302	30.11	cononrrent	concurrent
production-1861	302	49.10	dedireda	declared
production-1861	304	12.0	cnap	chap
production-1861	304	21.9	pisburse	disburse
production-1861	305	6.0	ulony	along
production-1861	307	11.4	jobn	john
production-1861	308	17.0	seorron	section
production-1861	308	26.0	srerion	section
production-1861	309	3.0	nedies	remedies
production-1861	310	44.13	poualty	penalty
production-1861	313	9.1	szorion	section
production-1861	313	26.0	ounap	chap
production-1861	313	35.0	revenne	revenue
production-1861	314	3.0	cnap	chap
production-1861	314	8.10	oratnances	ordinances
production-1861	314	9.12	salized	legalized
production-1861	315	7.0	srorron	section
production-1861	315	34.0	managersto	managers
production-1861	318	27.0	cecding	exceeding
production-1861	318	34.11	haxec	haxec
production-1861	318	35.0	utrix	executrix
production-1861	318	39.0	sxcrion	section
production-1861	319	23.3	boncé	bond
production-1861	322	37.11	tanode	anode
production-1861	324	8.9	approphes	approaches
production-1861	326	40.9	constructic	construction
production-1861	328	11.11	puaties	duties
production-1861	328	25.12	aings	NONE
production-1861	328	35.9	thatall	that all
production-1861	329	0.0	appnees	appurtenance
production-1861	329	42.4	resnit	result
production-1861	331	49.0	formof	form of
production-1861	332	26.11	pepaty	deputy
production-1861	332	39.12	satery	salary
production-1861	335	13.0	birest	NONE
production-1861	338	13.10	tseue	issue
production-1861	339	19.2	himin	him in
production-1861	339	27.1	srerron	section
production-1861	339	37.0	ganiza	NONE
production-1861	341	33.0	youcheas	vouchers
production-1861	343	6.3	collberg	colberg
production-1861	343	48.0	nealed	NONE
production-1861	345	16.0	cuav	chap
production-1861	347	14.0	rermor	termor
production-1861	349	14.0	pprepr	appropriated
production-1861	349	21.0	cuarv	chap
production-1861	351	38.0	sxorron	section
production-1861	353	31.0	cuapr	chap
production-1861	355	16.0	ealanes	salaries
production-1861	356	36.12	yionts	NONE
production-1861	358	6.0	srorion	section
production-1861	358	19.13	yeyance	conveyance
production-1861	359	27.0	possongers	passengers
production-1861	359	37.0	sroners	stoners
production-1861	363	44.0	feiting	feigning
production-1861	364	12.10	teeno	NONE
production-1861	365	18.12	lienten	lieutenant
production-1861	365	37.0	tetuance	attendance
production-1861	366	33.12	parrm	NONE
production-1861	367	10.0	toappoint	to appoint
production-1861	367	46.0	gessment	assessment
production-1861	369	26.0	estcd	NONE
production-1861	369	32.0	forarms	firearms
production-1861	373	39.0	iutoactive	at the active
production-1861	373	40.0	betvicg	serving
production-1861	375	34.0	ofbrigades	of brigades
production-1861	376	35.13	cbie	chief
production-1861	379	2.0	retornof	return of
production-1861	379	48.0	comniissions	commissions
production-1861	381	4.1	tocon	to con
production-1861	382	13.10	cashiored	cashiered
production-1861	382	17.8	gsouon	soon
production-1861	385	38.0	organam	organum
production-1861	386	14.10	faycus	NONE
production-1861	386	23.0	entcen	eighteen
production-1861	389	9.0	excepled	excepted
production-1861	390	41.10	qnaian	indian
production-1861	391	23.0	eureties	sureties
production-1861	392	4.9	joiver	joiner
production-1861	393	0.0	cuav	chap
production-1861	395	26.0	caav	chap
production-1861	396	12.0	cnap	chap
production-1861	396	24.0	cuapr	chap
production-1861	398	27.11	yfow	NONE
production-1861	399	5.0	etitions	petitions
production-1861	399	30.0	reclamatior	reclamation
production-1861	401	21.0	peracre	per acre
production-1861	403	13.0	guveyor	surveyor
production-1861	403	24.1	trenamit	transmit
production-1861	403	42.9	wecount	account
production-1861	406	7.11	comarmed	confirmed
production-1861	407	43.0	meners	owners
production-1861	408	38.11	guuj	NONE
production-1861	409	31.0	tesvance	issuance
production-1861	414	7.0	secrron	section
production-1861	414	43.8	ayunta	ayuntamiento
production-1861	418	34.9	nonrs	NONE
production-1861	418	39.0	incss	NONE
production-1861	420	20.0	seorron	section
production-1861	423	17.1	cnasters	masters
production-1861	425	25.0	lineof	line of
production-1861	426	27.9	guutily	NONE
production-1861	428	30.11	kuoper	cooper
production-1861	430	9.0	onap	chap
production-1861	430	29.0	cuav	chap
production-1861	430	36.0	strean	stream
production-1861	431	3.0	powersof	powers of
production-1861	431	4.0	eumpany	company
production-1861	432	8.0	seorron	section
production-1861	434	37.2	ioeation	location
production-1861	435	48.0	pameges	damages
production-1861	438	23.0	vessary	necessary
production-1861	440	8.13	ketor	NONE
production-1861	440	14.2	roadmasters	roadmasters
production-1861	444	34.10	recotpts	receipts
production-1861	447	9.1	wenses	expenses
production-1861	447	30.0	bondstobe	bonds to be
production-1861	448	5.11	auait	audit
production-1861	448	29.0	cuav	chap
production-1861	450	8.12	indomnity	indemnity
production-1861	451	36.0	voeare	NONE
production-1861	451	42.0	spoarton	section
production-1861	454	20.10	rtection	protection
production-1861	456	34.0	seorron	section
production-1861	458	48.0	voars	NONE
production-1861	462	34.13	fizes	fixes
production-1861	462	44.14	feable	feasible
production-1861	463	18.0	yporty	property
production-1861	463	38.1	itablo	table
production-1861	463	50.0	musonic	masonic
production-1861	465	16.0	sossor	assessor
production-1861	465	23.0	doputios	deputies
production-1861	465	44.0	amessment	assessment
production-1861	467	28.0	geing	giving
production-1861	468	4.9	yames	names
production-1861	469	3.8	elalz	NONE
production-1861	469	22.0	patyor	payor
production-1861	470	5.10	equalizatior	equalization
production-1861	470	45.12	sossor	assessor
production-1861	471	25.0	putyor	NONE
production-1861	471	46.8	trimty	trinity
production-1861	472	31.9	accoms	accounts
production-1861	473	12.0	roturus	returns
production-1861	474	31.10	tystate	testate
production-1861	475	32.0	togwe	NONE
production-1861	477	7.0	evdencs	evidence
production-1861	477	42.0	jndement	judgment
production-1861	477	49.0	bodemption	redemption
production-1861	481	28.0	hiconses	licenses
production-1861	482	0.12	oyiso	obispo
production-1861	482	9.10	controner	controller
production-1861	482	11.0	jankk	NONE
production-1861	482	52.12	prgence	NONE
production-1861	483	31.0	ounea	NONE
production-1861	484	12.12	remres	NONE
production-1861	485	7.0	intelhgence	intelligence
production-1861	486	10.8	panters	painters
production-1861	486	11.11	denug	NONE
production-1861	487	18.0	heense	license
production-1861	487	21.8	beball	behalf
production-1861	487	24.0	ofhcers	officers
production-1861	487	26.0	proofof	proof of
production-1861	489	13.0	ratesot	rates of
production-1861	490	14.8	supervsers	supervisors
production-1861	491	9.0	hevnse	license
production-1861	491	9.4	commty	NONE
production-1861	491	20.0	controtter	controller
production-1861	492	12.10	sauon	NONE
production-1861	492	32.12	sviling	styling
production-1861	492	45.9	bitok	NONE
production-1861	493	18.13	pubhe	public
production-1861	493	19.0	oversen	overseer
production-1861	494	25.0	cebtaye	NONE
production-1861	496	0.11	qnector	collector
production-1861	496	32.1	silurices	sluices
production-1861	496	40.11	siteage	NONE
production-1861	496	48.11	uhics	NONE
production-1861	497	19.0	provisoe	proviso
production-1861	497	36.7	clocted	elected
production-1861	497	43.0	tomke	to make
production-1861	499	0.1	thercot	thereto
production-1861	502	18.0	quato	NONE
production-1861	502	26.0	tooan	NONE
production-1861	503	10.0	lunbilities	liabilities
production-1861	503	29.0	rightsand	rights and
production-1861	505	18.0	opnty	county
production-1861	506	23.8	warrantin	warranting
production-1861	507	41.0	hoogea	NONE
production-1861	508	0.1	llogs	hogs
production-1861	508	7.0	seerron	section
production-1861	508	20.0	srorion	section
production-1861	508	43.11	inttins	NONE
production-1861	509	29.0	yonign	ex officio
production-1861	509	40.1	affixecs	affixes
production-1861	509	49.0	interet	interest
production-1861	510	38.13	gavertise	advertise
production-1861	510	39.12	prpoeul	proposal
production-1861	510	53.1	shujl	shall
production-1861	511	22.0	mabiities	liabilities
production-1861	511	35.0	toexecute	to execute
production-1861	511	41.0	rightsand	rights and
production-1861	512	1.13	traneter	transfer
production-1861	512	32.0	guyamas	guaymas
production-1861	512	33.0	echito	echito
production-1861	513	18.8	bandred	hundred
production-1861	518	39.13	sopervinors	supervisors
production-1861	521	0.9	wheih	which
production-1861	521	33.0	mshouse	NONE
production-1861	521	36.0	compling	compiling
production-1861	522	18.12	franchis	franchise
production-1861	522	31.12	peoviso	proviso
production-1861	522	32.3	nougues	nogues
production-1861	523	0.0	hiams	hyams
production-1861	523	0.5	listate	estate
production-1861	524	1.0	fforton	horton
production-1861	526	2.10	gpyning	opening
production-1861	526	8.11	overseors	overseers
production-1861	527	22.0	applration	application
production-1861	528	25.1	ccocx	NONE
production-1861	530	39.10	jreny	NONE
production-1861	531	30.0	mannerof	manner of
production-1861	531	46.3	tinics	times
production-1861	532	23.7	pronchise	franchise
production-1861	536	44.12	nconation	condonation
production-1861	537	4.8	ffpe	NONE
production-1861	538	19.11	pubticatior	publication
production-1861	538	35.8	exhbib	exhibit
production-1861	542	6.0	seerron	section
production-1861	542	7.10	compensen	compensation
production-1861	542	32.0	cuapr	chap
production-1861	543	12.1	srorron	section
production-1861	543	18.0	cuarp	chap
production-1861	544	37.3	onect	NONE
production-1861	545	39.0	ercek	creek
production-1861	546	13.12	ponaot	NONE
production-1861	546	50.13	wetop	NONE
production-1861	547	10.0	ofmoney	of money
production-1861	548	31.12	barctay	barclay
production-1861	548	35.11	rietcher	fletcher
production-1861	551	12.0	cuarv	chap
production-1861	552	21.0	cuav	chap
production-1861	553	33.0	crerkor	recorder
production-1861	554	38.11	gevat	NONE
production-1861	555	18.1	seorron	section
production-1861	556	7.11	giaim	claim
production-1861	556	10.1	cocclx	NONE
production-1861	556	19.10	levfal	lawful
production-1861	557	0.1	lstute	statute
production-1861	558	7.12	doabte	double
production-1861	558	32.9	oatstand	outstanding
production-1861	559	31.0	atiygen	antigen
production-1861	560	13.10	ylavng	having
production-1861	561	25.0	gereml	NONE
production-1861	563	17.9	ifany	if any
production-1861	566	3.11	postriction	restriction
production-1861	566	9.12	trespasa	trespass
production-1861	567	1.3	mellus	mellus
production-1861	567	9.5	mellus	mellus
production-1861	567	14.0	termof	term of
production-1861	567	17.10	mellus	mellus
production-1861	568	28.0	szorron	section
production-1861	569	28.7	buterfield	butterfield
production-1861	569	29.3	buterfield	butterfield
production-1861	569	34.2	buterfield	butterfield
production-1861	569	34.6	buterfield	butterfield
production-1861	569	38.5	buterfield	butterfield
production-1861	570	5.7	buterfield	butterfield
production-1861	573	23.0	transuntted	transmitted
production-1861	573	36.0	toiseue	to issue
production-1861	573	45.3	cgnteen	eighteen
production-1861	574	6.0	aillade	village
production-1861	574	13.10	provias	proviso
production-1861	574	18.0	cuav	chap
production-1861	577	23.2	fauchee	faucher
production-1861	578	8.0	cuav	chap
production-1861	578	37.10	pigntn	NONE
production-1861	579	21.0	fighteonth	eighteenth
production-1861	579	35.0	twooty	twenty
production-1861	579	51.0	yeenty	twenty
production-1861	580	1.9	rwonty	twenty
production-1861	580	28.12	previv	provided
production-1861	583	41.1	libry	library
production-1861	583	50.1	dnmt	dumb
production-1861	584	27.11	poriay	NONE
production-1861	584	45.11	sxompt	exempt
production-1861	585	1.0	gonroer	governor
production-1861	585	42.0	barhor	harbor
production-1861	586	34.8	islep	islep
production-1861	586	39.10	islep	islep
production-1861	588	3.10	sssessme	assessment
production-1861	594	29.10	givand	given
production-1861	594	33.10	naisances	nuisances
production-1861	595	38.0	tosuppress	to suppress
production-1861	599	30.0	pepaty	deputy
production-1861	601	34.0	togistration	registration
production-1861	602	0.0	nuaily	daily
production-1861	602	3.11	venaity	venality
production-1861	602	22.11	glectious	elections
production-1861	603	8.0	cuapr	chap
production-1861	603	15.0	balaried	salaried
production-1861	603	19.0	eect	effect
production-1861	603	20.0	cuapr	chap
production-1861	604	50.2	bevks	books
production-1861	605	21.0	prafement	NONE
production-1861	605	32.0	termof	term of
production-1861	605	41.0	mermor	termor
production-1861	606	44.11	mueage	mileage
production-1861	607	21.0	roaa	road
production-1861	607	28.0	oadmaster	roadmaster
production-1861	608	1.12	perep	NONE
production-1861	608	8.11	puvite	private
production-1861	609	39.8	valac	value
production-1861	609	40.9	assnyed	assayed
production-1861	609	41.0	assayor	assayer
production-1861	610	39.13	eushe	NONE
production-1861	611	25.0	plomental	supplemental
production-1861	611	43.0	ablication	application
production-1861	612	25.11	gaarduns	guardians
production-1861	612	51.11	liabmities	liabilities
production-1861	613	12.0	eoeck	NONE
production-1861	613	40.2	ahores	shares
production-1861	614	44.12	criiicate	certificate
production-1861	614	49.2	xeeed	exceed
production-1861	616	25.0	seorton	section
production-1861	618	29.12	jarora	NONE
production-1861	619	35.0	toaudit	to audit
production-1861	619	35.1	tofore	before
production-1861	620	37.0	chapv	chap
production-1861	621	16.0	cuav	chap
production-1861	622	12.10	cafion	canyon
production-1861	624	51.0	averas	NONE
production-1861	625	5.0	cuaap	chap
production-1861	631	15.0	cuapv	chap
production-1861	632	25.12	reyzu	ready
production-1861	633	11.0	newtrial	new trial
production-1861	633	17.0	amdavit	affidavit
production-1861	633	23.0	formof	form of
production-1861	634	32.10	qranstor	grantor
production-1861	638	13.7	ofage	of age
production-1861	638	16.0	ficutions	functions
production-1861	639	13.2	ifany	if any
production-1861	639	45.1	tosea	to sea
production-1861	640	21.12	pitotage	pilotage
production-1861	643	31.0	siouers	NONE
production-1861	643	31.2	mnentary	NONE
production-1861	643	47.9	avcainst	against
production-1861	644	2.7	fennol	fenno
production-1861	646	34.1	daxki	NONE
production-1861	648	7.12	vardians	guardians
production-1861	648	14.8	appraisors	appraisers
production-1861	650	8.12	sverden	NONE
production-1861	651	48.0	powersand	powers and
production-1861	652	11.11	greetion	greeting
production-1861	652	38.11	ectings	meetings
production-1861	653	11.0	termof	term of
production-1861	653	48.0	preideot	president
production-1861	654	4.12	yarancies	vacancies
production-1861	654	30.10	cotveration	corporation
production-1861	655	15.0	bamo	NONE
production-1861	655	33.0	transtr	transfer
production-1861	656	25.12	sription	subscription
production-1861	656	27.9	subserip	subscription
production-1861	657	12.0	certifientes	certificates
production-1861	660	34.10	popots	depots
production-1861	661	1.2	jovation	novation
production-1861	662	53.11	dfeudants	defendants
production-1861	665	4.2	befand	NONE
production-1861	665	48.0	foblieation	obligation
production-1861	665	52.2	amalgaraation	amalgamation
production-1861	666	21.8	accrac	accrue
production-1861	666	22.11	gagages	damages
production-1861	666	44.13	pamssee	NONE
production-1861	667	0.0	peflea	NONE
production-1861	668	10.12	liabk	liable
production-1861	668	23.1	byery	every
production-1861	668	23.7	omcers	officers
production-1861	669	0.6	taabler	table
production-1861	669	30.0	orreport	or report
production-1861	671	6.0	roisse	NONE
production-1861	673	39.0	adinission	admission
production-1861	675	45.12	intvs	NONE
production-1861	676	49.9	suretics	sureties
production-1861	678	2.11	seecu	secure
production-1861	678	25.11	rerored	recorded
production-1861	678	49.14	dectose	NONE
production-1861	679	16.0	ontte	NONE
production-1861	679	43.0	provigo	proviso
production-1861	680	22.8	cinims	claims
production-1861	680	39.9	anowance	allowance
production-1861	682	33.8	roxino	NONE
production-1861	682	37.11	adinin	administration
production-1861	682	38.10	oyaer	order
production-1861	683	39.0	formof	form of
production-1861	685	13.3	noprofitable	nonprofitable
production-1861	686	7.0	sbail	shall
production-1861	686	10.2	inaking	making
production-1861	688	23.11	mortesged	mortgaged
production-1861	692	3.12	distribatio	distribution
production-1861	695	39.1	gially	specially
production-1861	696	31.10	pisrict	district
production-1861	697	0.1	jpinea	NONE
production-1861	699	16.0	rodmond	redmond
production-1861	700	33.0	cnuap	chap
production-1861	701	32.2	uecounts	accounts
production-1861	701	48.0	wanasts	warrants
production-1861	701	53.0	eact	NONE
production-1861	705	19.8	unicss	unless
production-1861	705	23.0	asembly	assembly
production-1861	705	23.1	ninlly	finally
production-1861	708	14.0	pedient	expedient
production-1861	708	28.12	jusies	juries
production-1861	716	16.9	mailroutes	mail routes
production-1861	716	28.10	fawsin	basin
production-1861	717	21.1	topony	NONE
production-1861	717	22.0	kxpres	express
production-1861	718	2.8	mailroutes	mail routes
production-1861	720	4.14	gegioner	legioner
production-1861	723	20.1	totrty	totty
production-1861	723	21.2	pblet	NONE
production-1861	724	4.0	confedoracy	confederacy
production-1861	725	23.0	repoto	report
production-1861	726	5.11	iuver	NONE
production-1861	727	2.0	leveof	leave of
production-1861	727	9.0	adjouram	adjourn
production-1861	728	15.9	varonte	NONE
production-1861	729	3.0	sueenee	sweeney
production-1871-72	2	32.0	reteset	retest
production-1871-72	3	4.7	taneel	NONE
production-1871-72	4	20.0	qwth	with
production-1871-72	5	22.7	teseee	NONE
production-1871-72	6	35.0	tuaty	NONE
production-1871-72	7	25.3	cessessee	assessee
production-1871-72	7	41.5	rerrer	NONE
production-1871-72	8	16.7	vveee	NONE
production-1871-72	9	28.0	tubpy	tubby
production-1871-72	11	43.1	ibtl	NONE
production-1871-72	12	22.6	ssweee	sweet
production-1871-72	16	24.1	lbtz	NONE
production-1871-72	16	41.5	bavee	NONE
production-1871-72	16	45.4	corsee	NONE
production-1871-72	17	37.4	eesce	peace
